Num,RS_Num,River,RecaptureSite,Date,Time,UTM_X,UTM_Y,Species,Length,Weight,TagType,TagID,QAQC,TagSize,Ant,Event,FinClip,Mortality,Comments
361,3,Colorado River,Upper River Run,10/3/2023,12:00:00,418781,4440027,LOC,382,545,HA,230000224232,pass,32,Handheld,Recapture,adp,0,
362,3,Colorado River,Upper River Run,10/3/2023,12:00:00,418781,4440027,RBT,407,737,HA,230000224261,pass,32,Handheld,Recapture,adp,0,
363,3,Colorado River,Upper River Run,10/3/2023,12:00:00,418781,4440027,LOC,453,957,HA,230000228456,pass,32,Handheld,Recapture,adp,0,
364,3,Colorado River,Upper River Run,10/3/2023,12:00:00,418781,4440027,LOC,390,600,HA,230000228585,fail,32,Handheld,Recapture,adp,0,Failed to enter fish information into excel file
365,3,Colorado River,Upper River Run,10/3/2023,12:00:00,418781,4440027,LOC,387,594,HA,230000228615,pass,32,Handheld,Recapture,adp,0,
366,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,MTS,126,35,HA,226001581140,pass,12,Handheld,Recapture,right pelvic,0,
367,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,MTS,123,21,HA,226001581285,pass,12,Handheld,Recapture,right pelvic,0,
368,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,MTS,127,28,HA,226001581290,pass,12,Handheld,Recapture,right pelvic,0,
369,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,MTS,131,29,HA,226001581365,pass,12,Handheld,Recapture,right pelvic,0,
370,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,MTS,138,36,HA,226001581450,pass,12,Handheld,Recapture,right pelvic,0,
371,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,334,328,HA,230000143011,pass,32,Handheld,Recapture,adp,0,
372,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,256,165,HA,230000143020,fail,32,Handheld,Recapture,adp,0,Failed to enter fish information into excel file
373,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,269,204,HA,230000143027,pass,32,Handheld,Recapture,adp,0,
374,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,271,218,HA,230000143038,fail,32,Handheld,Recapture,adp,0,Failed to enter fish information into excel file
375,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,330,338,HA,230000143056,pass,32,Handheld,Recapture,adp,0,
376,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,344,367,HA,230000143066,pass,32,Handheld,Recapture,adp,0,
377,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,291,261,HA,230000143075,pass,32,Handheld,Recapture,adp,0,
378,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,271,224,HA,230000143081,pass,32,Handheld,Recapture,adp,0,
379,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,460,1075,HA,230000143098,pass,32,Handheld,Recapture,adp,0,
380,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,270,187,HA,230000143101,pass,32,Handheld,Recapture,adp,0,
381,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,446,874,HA,230000224131,fail,32,Handheld,Recapture,adp,0,Corrected TAG ID on 11/22/2023. Previous ID was 230000223131.
382,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,377,546,HA,230000228369,pass,32,Handheld,Recapture,adp,0,
383,4,Colorado River,Lower River Run,10/3/2023,14:00:00,418207,4439939,LOC,425,756,HA,230000228414,pass,32,Handheld,Recapture,adp,0,
384,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,396,585,HA,230000143362,fail,32,Handheld,Recapture,adp,0,Corrected TAG ID on 11/22/2023. Previous ID was 230000143262
385,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,384,507,HA,230000143416,pass,32,Handheld,Recapture,adp,0,
386,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,364,419,HA,230000143609,pass,32,Handheld,Recapture,adp,0,
387,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,310,260,HA,230000143614,pass,32,Handheld,Recapture,adp,0,
388,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,320,293,HA,230000143660,pass,32,Handheld,Recapture,adp,0,
389,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,350,443,HA,230000144396,pass,32,Handheld,Recapture,adp,0,
390,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,397,600,HA,230000224065,pass,32,Handheld,Recapture,adp,0,
391,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,366,490,HA,230000228949,pass,32,Handheld,Recapture,adp,0,
392,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,374,493,HA,230000229027,pass,32,Handheld,Recapture,adp,0,
393,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,386,585,HA,230000272282,pass,32,Handheld,Recapture,adp,0,
394,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,399,617,HA,230000272794,pass,32,Handheld,Recapture,adp,0,
395,6,Colorado River,Windy Gap Dam,10/4/2023,12:00:00,416101,4440146,LOC,446,784,HA,230000285535,pass,32,Handheld,Recapture,adp,0,
396,9,Colorado River,Chimney Rock Below Island,5/14/2024,9:00:00,413330,4440059,RBT,433,,HA,230000144496,pass,32,Handheld,Recapture,adp,0,
397,9,Colorado River,Chimney Rock Below Island,5/14/2024,9:00:00,413330,4440059,LOC,348,,HA,230000142922,pass,32,Handheld,Recapture,adp,0,
398,9,Colorado River,Chimney Rock Below Island,5/14/2024,9:00:00,413330,4440059,RBT,364,,HA,230000144494,pass,32,Handheld,Recapture,adp,0,
399,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,LOC,366,,HA,230000143662,pass,32,Handheld,Recapture,adp,0,
400,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,LOC,360,,HA,230000143272,pass,32,Handheld,Recapture,adp,0,
401,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,LOC,359,,HA,230000144464,pass,32,Handheld,Recapture,adp,0,
402,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,LOC,377,,HA,230000143296,pass,32,Handheld,Recapture,adp,0,
403,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,LOC,351,,HA,230000144396,pass,32,Handheld,Recapture,adp,0,
404,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,RBT,380,,HA,230000142696,pass,32,Handheld,Recapture,adp,0,
405,11,Colorado River,Pool Above Red Barn Antenna,5/14/2024,10:00:00,412550,4439453,RBT,378,,HA,230000142845,pass,32,Handheld,Recapture,adp,0,
406,14,Colorado River,Below Red Barn Diversion #2,5/14/2024,11:00:00,411887,4438898,LOC,390,542,HA,230000143396,pass,32,Handheld,Recapture,adp,0,
407,14,Colorado River,Below Red Barn Diversion #2,5/14/2024,11:00:00,411887,4438898,RBT,314,,HA,230000144445,pass,32,Handheld,Recapture,adp,0,
408,14,Colorado River,Below Red Barn Diversion #2,5/14/2024,11:00:00,411887,4438898,LOC,372,,HA,230000228818,pass,32,Handheld,Recapture,adp,0,
409,14,Colorado River,Below Red Barn Diversion #2,5/14/2024,11:00:00,411887,4438898,LOC,406,,HA,230000272464,pass,32,Handheld,Recapture,adp,0,
410,16,Colorado River,Dark Timber Above Railroad,5/14/2024,12:00:00,410945,4438654,RBT,350,,HA,230000144454,pass,32,Handheld,Recapture,adp,0,
411,16,Colorado River,Dark Timber Above Railroad,5/14/2024,12:00:00,410945,4438654,RBT,362,,HA,230000144472,pass,32,Handheld,Recapture,adp,0,
412,16,Colorado River,Dark Timber Above Railroad,5/14/2024,12:00:00,410945,4438654,RBT,346,,HA,230000144451,pass,32,Handheld,Recapture,adp,0,
413,17,Colorado River,Sheriff Ranch Upper Field,5/14/2024,13:00:00,410165,4438558,RBT,386,,HA,230000144422,pass,32,Handheld,Recapture,adp,0,
414,17,Colorado River,Sheriff Ranch Upper Field,5/14/2024,13:00:00,410165,4438558,LOC,411,,HA,230000272620,pass,32,Handheld,Recapture,adp,0,
415,19,Colorado River,Sheriff Ranch Fry Site,5/14/2024,14:00:00,409096,4438050,RBT,377,,HA,230000224464,pass,32,Handheld,Recapture,adp,0,
416,10,Colorado River,Upper Red Barn Fry Site,5/16/2024,9:00:00,412728,4439665,RBT,370,523,HA,230000144400,pass,32,Handheld,Recapture,adp,0,
417,10,Colorado River,Upper Red Barn Fry Site,5/16/2024,9:00:00,412728,4439665,LOC,375,579,HA,230000142873,pass,32,Handheld,Recapture,adp,0,
418,10,Colorado River,Upper Red Barn Fry Site,5/16/2024,9:00:00,412728,4439665,LOC,400,551,HA,230000087460,pass,32,Handheld,Recapture,adp,0,
419,10,Colorado River,Upper Red Barn Fry Site,5/16/2024,9:00:00,412728,4439665,RBT,391,632,HA,230000144484,pass,32,Handheld,Recapture,adp,0,
420,11,Colorado River,Pool Above Red Barn Antenna,5/16/2024,9:30:00,412550,4439453,RBT,355,525,HA,230000143398,pass,32,Handheld,Recapture,adp,0,
421,11,Colorado River,Pool Above Red Barn Antenna,5/16/2024,9:30:00,412550,4439453,LOC,447,708,HA,230000228535,pass,32,Handheld,Recapture,adp,0,
422,11,Colorado River,Pool Above Red Barn Antenna,5/16/2024,9:30:00,412550,4439453,LOC,355,519,HA,230000144464,pass,32,Handheld,Recapture,adp,0,
423,11,Colorado River,Pool Above Red Barn Antenna,5/16/2024,9:30:00,412550,4439453,RBT,415,762,HA,230000144465,pass,32,Handheld,Recapture,adp,0,
424,14,Colorado River,Below Red Barn Diversion #2,5/16/2024,11:00:00,411887,4438898,LOC,393,542,HA,230000143396,pass,32,Handheld,Recapture,adp,0,
425,17,Colorado River,Sheriff Ranch Upper Field,5/16/2024,12:30:00,410165,4438558,RBT,363,498,HA,230000144406,pass,32,Handheld,Recapture,adp,0,
426,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,427,794,HA,230000224329,,32,Handheld,Recapture,adp,0,
427,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,371,546,HA,230000143740,,32,Handheld,Recapture,adp,0,
428,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,404,578,HA,230000143815,,32,Handheld,Recapture,adp,0,
429,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,RBT,418,784,HA,230000143217,,32,Handheld,Recapture,adp,0,
430,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,339,381,HA,230000143783,,32,Handheld,Recapture,adp,0,
431,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,294,228,HA,230000143786,,32,Handheld,Recapture,adp,0,
432,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,375,533,HA,230000143830,,32,Handheld,Recapture,adp,0,
433,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,369,483,HA,230000143777,,32,Handheld,Recapture,adp,0,
434,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,375,614,HA,230000143831,,32,Handheld,Recapture,adp,0,
435,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,423,820,HA,230000224344,,32,Handheld,Recapture,adp,0,
436,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,296,272,HA,230000143794,,32,Handheld,Recapture,adp,0,
437,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,422,721,HA,230000143173,,32,Handheld,Recapture,adp,0,
438,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,RBT,292,302,HA,230000143838,,32,Handheld,Recapture,adp,0,
439,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,396,594,HA,230000224326,,32,Handheld,Recapture,adp,0,
440,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,385,630,HA,230000143247,,32,Handheld,Recapture,adp,0,
441,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,375,488,HA,230000143824,,32,Handheld,Recapture,adp,0,
442,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,450,826,HA,230000143147,,32,Handheld,Recapture,adp,0,
443,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,377,548,HA,230000143172,,32,Handheld,Recapture,adp,0,
444,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,RBT,394,698,HA,230000143637,,32,Handheld,Recapture,adp,0,
445,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,328,362,HA,230000143811,,32,Handheld,Recapture,adp,0,
446,2,Fraser River,Fraser River Ranch,9/3/2024,12:30:00,417229,4438617,LOC,286,232,HA,230000143774,,32,Handheld,Recapture,adp,0,
447,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,274,208,HA,230000143883,,32,Handheld,Recapture,adp,0,
448,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,315,314,HA,230000224414,,32,Handheld,Recapture,adp,0,
449,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,MTS,105,18,HA,226001544753,,12,Handheld,Recapture,adp + right pelvic ,0,
450,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,MTS,107,16,HA,226001544887,,12,Handheld,Recapture,adp + right pelvic ,0,
451,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,RBT,198,90,HA,230000143847,,32,Handheld,Recapture,adp,0,
452,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,385,522,HA,230000228255,,32,Handheld,Recapture,adp,0,
453,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,262,164,HA,230000143896,,32,Handheld,Recapture,adp,0,
454,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC ,346,412,HA,230000143909,,32,Handheld,Recapture,adp,0,
455,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,285,232,HA,230000143879,,32,Handheld,Recapture,adp,0,
456,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC ,290,256,HA,230000143330,,32,Handheld,Recapture,adp,0,
457,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC ,293,262,HA,230000143897,,23,Handheld,Recapture,adp,0,
458,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,315,336,HA,230000143331,,32,Handheld,Recapture,adp,0,
459,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,206,94,HA,230000143895,,32,Handheld,Recapture,adp,0,
460,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,327,344,HA,230000224536,,32,Handheld,Recapture,adp,0,
461,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,238,131,HA,230000143891,,32,Handheld,Recapture,adp,0,
462,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,296,232,HA,230000224275,,32,Handheld,Recapture,adp,0,
463,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,271,195,HA,230000143856,,32,Handheld,Recapture,adp,0,
464,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,406,614,HA,230000143253,,32,Handheld,Recapture,adp,0,
465,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,302,240,HA,230000224530,,32,Handheld,Recapture,adp,0,
466,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,327,360,HA,230000228294,,32,Handheld,Recapture,adp,0,
467,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,278,205,HA,230000143199,,32,Handheld,Recapture,adp,0,
468,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,266,194,HA,230000143882,,32,Handheld,Recapture,adp,0,
469,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,348,418,HA,230000143861,,32,Handheld,Recapture,adp,0,
470,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,233,128,HA,230000143892,,32,Handheld,Recapture,adp,0,
471,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,248,137,HA,230000143866,,32,Handheld,Recapture,adp,0,
472,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,294,248,HA,230000143911,,32,Handheld,Recapture,adp,0,
473,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,353,508,HA,230000228280,,32,Handheld,Recapture,adp,0,
474,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,237,138,HA,230000143863,,32,Handheld,Recapture,adp,0,
475,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,MTS,115,21,HA,226001581105,,12,Handheld,Recapture,right pelvic ,0,
476,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,262,147,HA,230000143880,,32,Handheld,Recapture,adp,0,
477,1,Fraser River,Kaibab Park,9/4/2024,9:30:00,420626,4437179,LOC,243,129,HA,230000143868,,32,Handheld,Recapture,adp,0,
478,3,Colorado River,Upper River Run,10/1/2024,16:00:00,418781,4440027,LOC,395,616,HA,230000228615,,32,Handheld,Recapture,adp,0,
479,3,Colorado River,Upper River Run,10/1/2024,16:00:00,418781,4440027,LOC,370,464,HA,230000143528,,32,Handheld,Recapture,adp,0,
480,3,Colorado River,Upper River Run,10/1/2024,16:00:00,418781,4440027,LOC,335,400,HA,230000143080,,32,Handheld,Recapture,adp,0,
481,3,Colorado River,Upper River Run,10/1/2024,16:00:00,418781,4440027,LOC,361,478,HA,230000143091,,32,Handheld,Recapture,adp,0,
482,20,Colorado River Connectivity Channel,CRCC Downstream Confluence,10/2/2024,10:00:00,415856,4440178,LOC,380,570,HA,230000144329,,32,Handheld,Recapture,adp,0,
483,20,Colorado River Connectivity Channel,CRCC Downstream Confluence,10/2/2024,10:00:00,415856,4440178,LOC,412,692,HA,230000272464,,32,Handheld,Recapture,adp,0,
484,20,Colorado River Connectivity Channel,CRCC Downstream Confluence,10/2/2024,10:00:00,415856,4440178,LOC,379,596,HA,230000087461,,32,Handheld,Recapture,adp,0,
485,20,Colorado River Connectivity Channel,CRCC Downstream Confluence,10/2/2024,10:00:00,415856,4440178,LOC,402,642,HA,230000143362,,32,Handheld,Recapture,adp,0,
486,20,Colorado River Connectivity Channel,CRCC Downstream Confluence,10/2/2024,10:00:00,415856,4440178,LOC,422,726,HA,230000144228,,32,Handheld,Recapture,adp,0,
487,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,RBT,403,595,HA,230000143107,,32,Handheld,Recapture,adp,0,
488,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,384,364,HA,230000228369,,32,Handheld,Recapture,adp,0,
489,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,278,207,HA,230000143970,,32,Handheld,Recapture,adp,0,
490,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,366,440,HA,230000143997,,32,Handheld,Recapture,adp,0,
491,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,401,601,HA,230000144270,,32,Handheld,Recapture,adp,0,
492,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,254,158,HA,230000143934,,32,Handheld,Recapture,adp,0,
493,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,284,201,HA,230000143930,,32,Handheld,Recapture,adp,0,
494,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,284,197,HA,230000143944,,32,Handheld,Recapture,adp,0,
495,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,267,169,HA,230000143973,,32,Handheld,Recapture,adp,0,
496,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,375,576,HA,230000143039,,32,Handheld,Recapture,adp,0,
497,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,373,470,HA,230000143037,,32,Handheld,Recapture,adp,0,
498,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,427,807,HA,230000144355,,32,Handheld,Recapture,adp,0,
499,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,333,333,HA,230000143951,,32,Handheld,Recapture,adp,0,
500,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,MTS,137,30,HA,226001581450,,12,Handheld,Recapture,Left pelvic,0,
501,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,MTS,135,25,HA,226001581363,,12,Handheld,Recapture,Left pelvic,0,
502,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,416,686,HA,230000143025,,32,Handheld,Recapture,adp,0,
503,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,248,145,HA,230000143983,,32,Handheld,Recapture,adp,0,
504,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,455,876,HA,230000224131,,32,Handheld,Recapture,adp,0,
505,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,279,201,HA,230000143939,,32,Handheld,Recapture,adp,0,
506,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,MTS,132,28,HA,226001581426,,12,Handheld,Recapture,Left pelvic,0,
507,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,348,406,HA,230000143075,,32,Handheld,Recapture,adp,0,
508,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,273,215,HA,230000144375,,32,Handheld,Recapture,adp,0,
509,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,262,244,HA,230000143964,,32,Handheld,Recapture,adp,0,
510,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,257,178,HA,230000143971,,32,Handheld,Recapture,adp,0,
511,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,237,120,HA,230000143929,,32,Handheld,Recapture,adp,0,
512,4,Colorado River,Lower River Run,10/1/2024,9:00:00,418207,4439939,LOC,345,445,HA,230000143067,,32,Handheld,Recapture,adp,0,
